PassengerId|Pclass|Name|Nickname|Sex|Age|SibSp|Parch|Ticket|Fare|Embarked|Level|Bridge|Cabin
809|2|Meyer, Mr. August|Meyer|1|39|0|0|248723|13|2|D|D|D
810|1|Chambers, Mrs. Norman Campbell (Bertha Griggs)|Chambers|0|33|1|0|113806|53|2|E|E8|E8
811|3|Alexander, Mr. William|Alexander|1|26|0|0|3474|7|2|E|E1|E101
812|3|Lester, Mr. James|Lester|1|39|0|0|A/4 48871|24|2|E|E2|E25
813|2|Slemen, Mr. Richard James|Slemen|1|35|0|0|28206|10|2|D|D|D
814|3|Andersson, Miss. Ebba Iris Alfrida|Andersson|0|6|4|2|347082|31|2|F|F2|F2
815|3|Tomlin, Mr. Ernest Portage|Tomlin|1|30|0|0|364499|8|2|E|E1|E10
816|1|Fry, Mr. Richard|Fry|1|29|0|0|112058|0|2|B|B1|B102
817|3|Heininen, Miss. Wendla Maria|Heininen|0|23|0|0|STON/O2. 3101290|7|2|F|F |F G73
818|2|Mallet, Mr. Albert|Mallet|1|31|1|1|S.C./PARIS 2079|37|0|A|A6|A6
819|3|Holm, Mr. John Fredrik Alexander|Holm|1|43|0|0|C 7075|6|2|A|A3|A36
820|3|Skoog, Master. Karl Thorsten|Skoog|1|10|3|2|347088|27|2|F|F2|F2
821|1|Hays, Mrs. Charles Melville (Clara Jennings Gregg)|Hays|0|52|1|1|12749|93|2|B|B6|B69
822|3|Lulic, Mr. Nikola|Lulic|1|27|0|0|315098|8|2|E|E1|E101
823|1|Reuchlin, Jonkheer. John George|Reuchlin|1|38|0|0|19972|0|2|A|A3|A36
824|3|Moor, Mrs. (Beila)|Moor|0|27|0|1|392096|12|2|E|E1|E121
825|3|Panula, Master. Urho Abraham|Panula|1|2|4|1|3101295|39|2|F|F4|F4
826|3|Flynn, Mr. John|Flynn|1|29|0|0|368323|6|1|E|E1|E10
827|3|Lam, Mr. Len|Lam|1|29|0|0|1601|56|2|B|B2|B20
828|2|Mallet, Master. Andre|Mallet|1|1|0|2|S.C./PARIS 2079|37|0|F|F4|F4
829|3|McCormack, Mr. Thomas Joseph|McCormack|1|29|0|0|367228|7|1|E|E1|E10
830|1|Stone, Mrs. George Nelson (Martha Evelyn)|Stone|0|62|0|0|113572|80|2|B|B2|B28
831|3|Yasbeck, Mrs. Antoni (Selini Alexander)|Yasbeck|0|15|1|0|2659|14|0|D|D|D
832|2|Richards, Master. George Sibley|Richards|1|0|1|1|29106|18|2|G|G6|G6
833|3|Saad, Mr. Amin|Saad|1|29|0|0|2671|7|0|E|E1|E10
834|3|Augustsson, Mr. Albert|Augustsson|1|23|0|0|347468|7|2|F|F |F G73
835|3|Allum, Mr. Owen George|Allum|1|18|0|0|2223|8|2|F|F |F G73
836|1|Compton, Miss. Sara Rebecca|Compton|0|39|1|1|PC 17756|83|0|E|E4|E49
837|3|Pasic, Mr. Jakob|Pasic|1|21|0|0|315097|8|2|F|F |F G73
838|3|Sirota, Mr. Maurice|Sirota|1|29|0|0|392092|8|2|F|F3|F33
839|3|Chip, Mr. Chang|Chip|1|32|0|0|1601|56|2|B|B2|B20
840|1|Marechal, Mr. Pierre|Marechal|1|29|0|0|11774|29|0|C|C4|C47
841|3|Alhomaki, Mr. Ilmari Rudolf|Alhomaki|1|20|0|0|SOTON/O2 3101287|7|2|F|F |F G73
842|2|Mudd, Mr. Thomas Charles|Mudd|1|16|0|0|S.O./P.P. 3|10|2|D|D|D
843|1|Serepeca, Miss. Augusta|Serepeca|0|30|0|0|113798|31|0|B|B5|B50
844|3|Lemberopolous, Mr. Peter L|Lemberopolous|1|34|0|0|2683|6|0|B|B5|B51 B53 B55
845|3|Culumovic, Mr. Jeso|Culumovic|1|17|0|0|315090|8|2|F|F |F G73
846|3|Abbing, Mr. Anthony|Abbing|1|42|0|0|C.A. 5547|7|2|A|A3|A36
847|3|Sage, Mr. Douglas Bullen|Sage|1|29|8|2|CA. 2343|69|2|B|B3|B35
848|3|Markoff, Mr. Marin|Markoff|1|35|0|0|349213|7|0|B|B5|B51 B53 B55
849|2|Harper, Rev. John|Harper|1|28|0|1|248727|33|2|A|A6|A6
850|1|Goldenberg, Mrs. Samuel L (Edwiga Grabowska)|Goldenberg|0|29|1|0|17453|89|0|C|C9|C92
851|3|Andersson, Master. Sigvard Harald Elias|Andersson|1|4|4|2|347082|31|2|F|F2|F2
852|3|Svensson, Mr. Johan|Svensson|1|74|0|0|347060|7|2|C|C8|C87
853|3|Boulos, Miss. Nourelain|Boulos|0|9|1|1|2678|15|0|G|G6|G6
854|1|Lines, Miss. Mary Conover|Lines|0|16|0|1|PC 17592|39|2|D|D2|D28
855|2|Carter, Mrs. Ernest Courtenay (Lilian Hughes)|Carter|0|44|1|0|244252|26|2|B|B3|B38
856|3|Aks, Mrs. Sam (Leah Rosen)|Aks|0|18|0|1|392091|9|2|D|D|D
857|1|Wick, Mrs. George Dennick (Mary Hitchcock)|Wick|0|45|1|1|36928|164|2|C|C1|C125
858|1|Daly, Mr. Peter Denis |Daly|1|51|0|0|113055|26|2|E|E1|E17
859|3|Baclini, Mrs. Solomon (Latifa Qurban)|Baclini|0|24|0|3|2666|19|0|D|D|D
860|3|Razi, Mr. Raihed|Razi|1|29|0|0|2629|7|0|E|E1|E10
861|3|Hansen, Mr. Claus Peter|Hansen|1|41|2|0|350026|14|2|D|D|D
862|2|Giles, Mr. Frederick Edward|Giles|1|21|1|0|28134|11|2|D|D|D
863|1|Swift, Mrs. Frederick Joel (Margaret Welles Barron)|Swift|0|48|0|0|17466|25|2|D|D1|D17
864|3|"Sage, Miss. Dorothy Edith ""Dolly"""|Sage|0|29|8|2|CA. 2343|69|2|B|B3|B35
865|2|Gill, Mr. John William|Gill|1|24|0|0|233866|13|2|D|D|D
866|2|Bystrom, Mrs. (Karolina)|Bystrom|0|42|0|0|236852|13|2|D|D|D
867|2|Duran y More, Miss. Asuncion|Duran y More|0|27|1|0|SC/PARIS 2149|13|0|E|E1|E101
868|1|Roebling, Mr. Washington Augustus II|Roebling|1|31|0|0|PC 17590|50|2|A|A2|A24
869|3|van Melkebeke, Mr. Philemon|van Melkebeke|1|29|0|0|345777|9|2|F|F3|F33
870|3|Johnson, Master. Harold Theodor|Johnson|1|4|1|1|347742|11|2|G|G6|G6
871|3|Balkic, Mr. Cerin|Balkic|1|26|0|0|349248|7|2|E|E1|E101
872|1|Beckwith, Mrs. Richard Leonard (Sallie Monypeny)|Beckwith|0|47|1|1|11751|52|2|D|D3|D35
873|1|Carlsson, Mr. Frans Olof|Carlsson|1|33|0|0|695|5|2|B|B5|B51 B53 B55
874|3|Vander Cruyssen, Mr. Victor|Vander Cruyssen|1|47|0|0|345765|9|2|B|B9|B94
875|2|Abelson, Mrs. Samuel (Hannah Wizosky)|Abelson|0|28|1|0|P/PP 3381|24|0|A|A1|A19
876|3|"Najib, Miss. Adele Kiamie ""Jane"""|Najib|0|15|0|0|2667|7|0|F|F |F G73
877|3|Gustafsson, Mr. Alfred Ossian|Gustafsson|1|20|0|0|7534|9|2|F|F |F G73
878|3|Petroff, Mr. Nedelio|Petroff|1|19|0|0|349212|7|2|F|F |F G73
879|3|Laleff, Mr. Kristo|Laleff|1|29|0|0|349217|7|2|E|E1|E10
880|1|Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)|Potter|0|56|0|1|11767|83|0|C|C5|C50
881|2|Shelley, Mrs. William (Imanita Parrish Hall)|Shelley|0|25|0|1|230433|26|2|A|A1|A19
882|3|Markun, Mr. Johann|Markun|1|33|0|0|349257|7|2|B|B5|B51 B53 B55
883|3|Dahlberg, Miss. Gerda Ulrika|Dahlberg|0|22|0|0|7552|10|2|D|D|D
884|2|Banfield, Mr. Frederick James|Banfield|1|28|0|0|C.A./SOTON 34068|10|2|E|E1|E101
885|3|Sutehall, Mr. Henry Jr|Sutehall|1|25|0|0|SOTON/OQ 392076|7|2|E|E1|E101
886|3|Rice, Mrs. William (Margaret Norton)|Rice|0|39|0|5|382652|29|1|A|A3|A31
887|2|Montvila, Rev. Juozas|Montvila|1|27|0|0|211536|13|2|E|E1|E101
888|1|Graham, Miss. Margaret Edith|Graham|0|19|0|0|112053|30|2|B|B4|B42
889|3|"Johnston, Miss. Catherine Helen ""Carrie"""|Johnston|0|29|1|2|W./C. 6607|23|2|A|A1|A19
890|1|Behr, Mr. Karl Howell|Behr|1|26|0|0|111369|30|0|C|C1|C148
891|3|Dooley, Mr. Patrick|Dooley|1|32|0|0|370376|7|1|B|B5|B51 B53 B55
